시도,구시,동,지번,거래수,제곱미터당,금액중간,면적중간,건축년도,용도,용도지역,최근연
경기,시흥시,조남동,171-20,1,3086420,100000000,32.4,,판매,제3종일반주거,2025
경기,시흥시,조남동,2**,1,4548972,1675250000,368.3,2010,제2종근린생활,제1종일반주거,2025
경기,시흥시,조남동,4*,1,2979778,890000000,298.7,2017,제2종근린생활,개발제한구역,2025
경기,시흥시,조남동,4**,3,4452238,924140000,294.9,2011,제2종근린생활,개발제한구역,2026
경기,시흥시,조남동,652-6,1,11363636,550000000,48.4,2018,제1종근린생활,일반상업,2026
경기,시흥시,조남동,657,12,2934328,224300000,78.2,2016,제2종근린생활,일반상업,2025
경기,시흥시,조남동,660,2,10818182,362250000,33.0,2017,제2종근린생활,제3종일반주거,2026
경기,시흥시,조남동,662,2,11241830,430000000,38.2,2016,제2종근린생활,제3종일반주거,2026
경기,시흥시,조남동,666,3,11065574,540000000,48.8,2019,제2종근린생활,제2종일반주거,2025
경기,시흥시,조남동,684,28,2019199,91915000,46.5,2020,제2종근린생활,준주거,2025
경기,시흥시,조남동,707-1,2,4580105,225000000,48.2,2018,제1종근린생활,준주거,2026
경기,시흥시,조남동,709-1,1,1858903,83000000,44.6,2019,제1종근린생활,준주거,2025
경기,시흥시,조남동,710,69,2364749,78840000,32.7,2019,제2종근린생활,준주거,2026
경기,시흥시,조남동,711,13,6266943,241000000,38.5,2018,제1종근린생활,준주거,2026
경기,시흥시,죽율동,1*,1,3989208,2594900000,650.5,2015,제1종근린생활,제1종일반주거,2024
경기,시흥시,죽율동,5*,1,7234563,1420000000,196.3,2025,제2종근린생활,개발제한구역,2026
경기,시흥시,죽율동,759,1,4166667,225000000,54.0,,제2종근린생활,개발제한구역,2026
경기,시흥시,포동,*,4,8747501,2220150000,229.2,2021,제2종근린생활,제3종일반주거,2026
경기,시흥시,포동,1-71,3,2197802,82000000,35.8,1992,제1종근린생활,제3종일반주거,2026
경기,시흥시,포동,13-3,1,2539683,48000000,18.9,1993,제1종근린생활,개발제한구역,2026
경기,시흥시,포동,2*,2,5347043,1015000000,183.3,2017,제1종근린생활,제1종일반주거,2026
경기,시흥시,포동,8*,2,8709881,2138450000,245.5,2021,제2종근린생활,제1종일반주거,2025
경기,시흥시,하상동,377-1,2,2539614,110000000,54.2,2003,제1종근린생활,준주거,2025
경기,시흥시,하상동,377-2,4,2069250,273750000,173.5,2002,기타,준주거,2026
경기,시흥시,하상동,383,1,4162367,121000000,29.1,2003,제1종근린생활,제3종일반주거,2026
경기,시흥시,하중동,856-5,1,7722008,240000000,31.1,2002,제2종근린생활,준주거,2024
경기,시흥시,하중동,878-1,1,3635734,105000000,28.9,2004,제2종근린생활,일반상업,2026
경기,안성시,고삼면 가유리,2**,1,4379962,480000000,109.6,2000,제1종근린생활,계획관리,2024
경기,안성시,고삼면 봉산리,6**,1,1821862,1800000000,988.0,2021,제1종근린생활,계획관리,2026
경기,안성시,고삼면 월향리,2**,1,4125238,390000000,94.5,2000,제2종근린생활,보전관리,2024
경기,안성시,공도읍 마정리,1**,3,740109,991150000,392.3,2010,제2종근린생활,제1종일반주거,2026
경기,안성시,공도읍 마정리,2**,1,1139283,510000000,447.6,1998,기타,제1종전용주거,2024
경기,안성시,공도읍 마정리,4*,1,2750000,550000000,200.0,2007,제1종근린생활,제1종전용주거,2026
경기,안성시,공도읍 마정리,561-1,1,3174603,100000000,31.5,2001,제1종근린생활,제1종일반주거,2025
경기,안성시,공도읍 마정리,593,1,2142857,63000000,29.4,2007,제1종근린생활,제1종일반주거,2025
경기,안성시,공도읍 만정리,1**,1,2292308,745000000,325.0,2021,제2종근린생활,자연녹지,2026
경기,안성시,공도읍 만정리,785-6,1,5602241,180000000,32.1,2007,제1종근린생활,제3종일반주거,2025
경기,안성시,공도읍 만정리,786-1,1,5925926,160000000,27.0,2008,제2종근린생활,제3종일반주거,2025
경기,안성시,공도읍 만정리,817-2,3,1970573,240000000,113.5,2011,제2종근린생활,일반상업,2025
경기,안성시,공도읍 만정리,821-1,3,9145380,290000000,31.7,2009,제1종근린생활,일반상업,2025
경기,안성시,공도읍 만정리,880,8,5064729,145000000,27.8,2010,제2종근린생활,제2종일반주거,2025
경기,안성시,공도읍 승두리,3*,1,1517518,68000000,44.8,2017,제2종근린생활,제1종일반주거,2025
경기,안성시,공도읍 승두리,5*,1,2580645,180000000,69.8,,제1종근린생활,일반상업,2024
경기,안성시,공도읍 승두리,54-15,3,1344990,20000000,14.9,1994,제1종근린생활,제1종일반주거,2026
경기,안성시,공도읍 승두리,6*,1,1423343,280000000,196.7,1986,제1종근린생활,일반상업,2026
경기,안성시,공도읍 승두리,6**,5,1580277,268900000,170.2,2009,제1종근린생활,자연녹지,2026
경기,안성시,공도읍 승두리,7*,1,1435195,650000000,452.9,2006,기타,제1종일반주거,2026
경기,안성시,공도읍 승두리,7**,1,22536585,2217600000,98.4,2011,제1종근린생활,자연녹지,2025
경기,안성시,공도읍 승두리,889,2,5352505,188500000,40.4,2020,제2종근린생활,제2종일반주거,2026
경기,안성시,공도읍 승두리,898,36,2950076,136810000,42.2,2023,제2종근린생활,제2종일반주거,2025
경기,안성시,공도읍 승두리,936,1,12987865,396000000,30.5,,제1종근린생활,제2종일반주거,2025
경기,안성시,공도읍 신두리,1**,1,3762626,745000000,198.0,2025,제2종근린생활,자연녹지,2025
경기,안성시,공도읍 양기리,5**,1,4366398,920000000,210.7,2019,제1종근린생활,자연녹지,2025
경기,안성시,공도읍 양기리,615,1,4017902,143640000,35.8,2019,제2종근린생활,제2종일반주거,2026
경기,안성시,공도읍 용두리,135-1,2,2198969,145000000,65.9,1987,제1종근린생활,제1종일반주거,2026
경기,안성시,공도읍 용두리,158-8,1,3610374,245000000,67.9,2018,제1종근린생활,제1종일반주거,2025
경기,안성시,공도읍 용두리,5**,1,3365940,4070600000,1209.4,2023,기타,자연녹지,2026
경기,안성시,공도읍 용두리,752,7,1116071,62500000,56.0,2002,제2종근린생활,제3종일반주거,2025
경기,안성시,공도읍 용두리,755-5,1,6608640,205000000,31.0,,제2종근린생활,제2종일반주거,2025
경기,안성시,공도읍 용두리,758,1,12903226,400000000,31.0,2023,제2종근린생활,제2종일반주거,2025
경기,안성시,공도읍 웅교리,2**,1,2057613,100000000,48.6,2026,제1종근린생활,자연녹지,2025
경기,안성시,공도읍 웅교리,3**,2,2550195,1050000000,412.6,2009,기타,자연녹지,2026
경기,안성시,공도읍 진사리,2**,1,1771291,875000000,494.0,2005,제2종근린생활,자연녹지,2025
경기,안성시,공도읍 진사리,348,1,3221565,98000000,30.4,2004,제2종근린생활,자연녹지,2025
경기,안성시,구포동,1**,1,1374984,320000000,232.7,1989,제2종근린생활,제2종일반주거,2026
경기,안성시,금광면 상중리,3**,1,1689950,300000000,177.5,2020,제1종근린생활,생산관리,2026
경기,안성시,금광면 석하리,3**,1,2032520,200000000,98.4,2015,제1종근린생활,농림,2024
경기,안성시,금광면 오산리,2**,1,1343725,100000000,74.4,,제1종근린생활,자연녹지,2025
경기,안성시,금광면 오산리,4**,2,1081492,1320000000,1225.7,2005,숙박,계획관리,2025
경기,안성시,금광면 현곡리,4*,1,2139037,200000000,93.5,2015,제2종근린생활,농림,2024
경기,안성시,금산동,161-2,2,1573182,48005000,30.5,2013,제2종근린생활,근린상업,2026
경기,안성시,낙원동,7*,1,825083,30000000,36.4,,제1종근린생활,제2종일반주거,2026
경기,안성시,당왕동,534,9,1157407,22500000,13.0,1993,제1종근린생활,제2종일반주거,2026
경기,안성시,대덕면 건지리,3**,4,3487396,1604000000,626.6,2002,제1종근린생활,제2종일반주거,2026
경기,안성시,대덕면 내리,3**,1,2162061,690000000,319.1,2016,제2종근린생활,제1종일반주거,2025
경기,안성시,대덕면 내리,4**,1,5400000,3672000000,680.0,2007,제1종근린생활,자연녹지,2026
경기,안성시,대덕면 내리,6**,1,939271,305000000,324.7,2008,제1종근린생활,제2종일반주거,2025
경기,안성시,대덕면 내리,675,1,2509953,145000000,57.8,,제2종근린생활,제3종일반주거,2025
경기,안성시,대덕면 내리,715-1,1,1242468,200000000,161.0,2002,제1종근린생활,제2종일반주거,2025
경기,안성시,대덕면 보동리,9*,1,1593847,497870000,312.4,2005,제2종근린생활,생산관리,2025
경기,안성시,대덕면 소내리,1**,1,2929293,580000000,198.0,2020,제2종근린생활,계획관리,2024
경기,안성시,대덕면 소내리,2*,1,2551020,250000000,98.0,2023,제1종근린생활,계획관리,2026
경기,안성시,대덕면 소현리,2**,2,1554966,150000000,95.0,,기타,자연녹지,2026
경기,안성시,대덕면 진현리,3**,1,1727169,334000000,193.4,2019,제2종근린생활,계획관리,2026
경기,안성시,대천동,*,1,2845528,140000000,49.2,1998,제2종근린생활,제2종일반주거,2025
경기,안성시,대천동,1*,1,1101298,505000000,458.6,1996,제2종근린생활,근린상업,2026
경기,안성시,대천동,2*,1,677209,200000000,295.3,1991,제1종근린생활,근린상업,2026
경기,안성시,대천동,53,41,3984064,100000000,25.1,2019,숙박,일반상업,2025
경기,안성시,대천동,8*,1,1151448,700000000,607.9,1956,제1종근린생활,일반상업,2025
경기,안성시,도기동,1**,1,2988871,470000000,157.2,2013,제2종근린생활,제1종일반주거,2026
경기,안성시,도기동,5**,1,2255591,350000000,155.2,2017,제2종근린생활,제1종일반주거,2026
경기,안성시,동본동,3*,1,4434590,880000000,198.4,1998,제1종근린생활,일반상업,2025
경기,안성시,동본동,6*,1,2614806,160000000,61.2,1985,제2종근린생활,일반상업,2025
경기,안성시,미양면 개정리,3**,1,3238636,570000000,176.0,2006,제2종근린생활,계획관리,2026
경기,안성시,미양면 계륵리,1**,2,3084416,950000000,308.0,2011,제2종근린생활,자연녹지,2025
경기,안성시,미양면 계륵리,201-1,1,4166667,280000000,67.2,2009,제1종근린생활,일반공업,2025
경기,안성시,미양면 구례리,*,3,2138542,1479700000,691.9,2022,제2종근린생활,자연녹지,2025
경기,안성시,미양면 구수리,8*,1,2545885,301000000,118.2,,제2종근린생활,자연녹지,2025
경기,안성시,미양면 구수리,9*,1,470899,178000000,378.0,2008,제2종근린생활,자연녹지,2024
경기,안성시,미양면 마산리,5*,2,2738337,1350000000,493.0,2012,제2종근린생활,자연녹지,2026
경기,안성시,미양면 보체리,5*,1,1265912,180000000,142.2,1999,제1종근린생활,자연녹지,2026
경기,안성시,미양면 신계리,1**,1,1384615,540000000,390.0,2009,제2종근린생활,계획관리,2026
경기,안성시,미양면 양변리,2**,1,3472222,300000000,86.4,1991,제1종근린생활,자연녹지,2024
경기,안성시,보개면 기좌리,312-5,1,1812605,390000000,215.2,2008,제2종근린생활,계획관리,2025
경기,안성시,보개면 기좌리,8*,1,2272727,450000000,198.0,2017,제2종근린생활,계획관리,2025
경기,안성시,보개면 동신리,4**,1,2073491,498260000,240.3,2012,제2종근린생활,생산녹지,2026
경기,안성시,보개면 신장리,1**,1,1518096,250000000,164.7,2017,제1종근린생활,계획관리,2025
경기,안성시,삼죽면 덕산리,1*,1,411430,55000000,133.7,2000,제2종근린생활,생산관리,2026
경기,안성시,삼죽면 마전리,1**,2,1955307,7304350000,3818.4,2022,기타,계획관리,2025
경기,안성시,삼죽면 마전리,2*,2,1168875,445500000,399.6,1998,제2종근린생활,보전관리,2025
경기,안성시,삼죽면 율곡리,2**,1,2240117,153000000,68.3,,제2종근린생활,보전관리,2025
경기,안성시,서운면 산평리,2**,7,1936131,226270000,131.1,2016,제2종근린생활,생산관리,2026
경기,안성시,서운면 송정리,2**,1,2966222,209000000,70.5,2016,제2종근린생활,계획관리,2025
경기,안성시,서운면 오촌리,1**,1,778051,95000000,122.1,2008,제2종근린생활,자연녹지,2026
경기,안성시,서운면 오촌리,2**,1,2688888,10990400000,4087.3,,기타,자연녹지,2025
경기,안성시,서운면 인리,1**,1,995520,100000000,100.4,1984,제1종근린생활,근린상업,2026
경기,안성시,서운면 청용리,4*,2,1335064,250000000,196.8,1998,제1종근린생활,보전관리,2025
경기,안성시,서인동,1*,1,1043188,100000000,95.9,,제1종근린생활,일반상업,2026
경기,안성시,서인동,1**,1,1870390,1775000000,949.0,1985,제1종근린생활,일반상업,2025
경기,안성시,서인동,13,4,1043189,67000000,63.7,1983,판매,일반상업,2026
경기,안성시,서인동,5*,1,1201201,120000000,99.9,,제2종근린생활,일반상업,2026
경기,안성시,서인동,7*,1,4241602,500000000,117.9,1973,제1종근린생활,일반상업,2025
경기,안성시,서인동,88,1,2966442,480000000,161.8,2022,제1종근린생활,일반상업,2026
경기,안성시,석정동,*,1,2615882,3675000000,1404.9,2005,숙박,일반상업,2025
경기,안성시,석정동,2*,1,1130937,900000000,795.8,1986,제2종근린생활,일반상업,2026
경기,안성시,석정동,2**,1,2872031,1400000000,487.5,2015,제1종근린생활,제1종일반주거,2025
경기,안성시,석정동,22-1,4,956633,67500000,70.6,2003,제2종근린생활,일반상업,2025
경기,안성시,석정동,3*,1,1025774,1500000000,1462.3,2000,제2종근린생활,일반상업,2025
경기,안성시,석정동,343,1,6956522,280000000,40.2,2007,제1종근린생활,제2종일반주거,2025
경기,안성시,아양동,2**,2,1608653,696200000,387.1,2010,제1종근린생활,제1종일반주거,2025
경기,안성시,양성면 구장리,7*,1,3856624,765000000,198.4,2008,제2종근린생활,계획관리,2026
경기,안성시,양성면 난실리,1**,1,4688672,1250000000,266.6,2021,제1종근린생활,생산관리,2026
경기,안성시,양성면 노곡리,1**,1,1515152,150000000,99.0,2009,제1종근린생활,계획관리,2025
경기,안성시,양성면 노곡리,3**,1,4547692,650320000,143.0,2023,제2종근린생활,계획관리,2025
경기,안성시,양성면 노곡리,7**,2,2044838,550000000,269.0,2020,제2종근린생활,계획관리,2025
경기,안성시,양성면 덕봉리,4**,1,456756,93000000,203.6,1975,기타,자연녹지,2026
경기,안성시,양성면 동항리,3**,1,1247505,500000000,400.8,1995,제2종근린생활,제2종일반주거,2026
경기,안성시,양성면 명목리,2**,6,1466891,642735000,418.4,2009,제2종근린생활,자연녹지,2025
경기,안성시,양성면 미산리,4**,1,2076069,387000000,186.4,2014,제2종근린생활,계획관리,2025
경기,안성시,양성면 방신리,2**,1,2232143,780000000,349.4,2010,제2종근린생활,자연녹지,2024
경기,안성시,양성면 산정리,163-21,1,546687,200000000,365.8,2002,숙박,계획관리,2024
경기,안성시,양성면 삼암리,4**,2,2205307,2051500000,644.3,2016,기타,제1종전용주거,2026
경기,안성시,양성면 석화리,2**,1,9673469,948000000,98.0,2020,제1종근린생활,자연녹지,2024
경기,안성시,양성면 이현리,2**,2,4632127,701500000,151.8,2022,제1종근린생활,보전관리,2026
경기,안성시,양성면 장서리,*,1,5723765,38891950000,6794.8,2000,기타,계획관리,2026
경기,안성시,양성면 필산리,1**,1,12296891,1226000000,99.7,1995,제2종근린생활,계획관리,2026
경기,안성시,양성면 필산리,7*,2,3339192,190000000,56.9,2019,제1종근린생활,계획관리,2026
경기,안성시,영동,2*,1,4771855,1119000000,234.5,1996,제2종근린생활,일반상업,2025
경기,안성시,옥산동,1**,1,4687500,450000000,96.0,2023,제1종근린생활,자연녹지,2024
경기,안성시,옥산동,592,2,3622940,192500000,57.2,2020,제1종근린생활,일반상업,2025
경기,안성시,옥산동,593,1,4568529,218330000,47.8,,제2종근린생활,일반상업,2024
경기,안성시,옥산동,594-1,2,12579491,411450000,32.7,2021,제1종근린생활,일반상업,2026
경기,안성시,옥산동,598,2,2477563,301760000,121.7,2019,제2종근린생활,일반상업,2025
경기,안성시,원곡면 반제리,3*,2,4016064,740000000,184.3,2021,제1종근린생활,자연녹지,2025
경기,안성시,원곡면 성은리,2**,3,1948335,766670000,393.5,2011,제1종근린생활,계획관리,2025
경기,안성시,원곡면 성은리,3**,1,2604642,1285000000,493.4,2011,제2종근린생활,계획관리,2024
경기,안성시,원곡면 성은리,4**,1,3280253,550000000,167.7,,제2종근린생활,보전관리,2026
경기,안성시,원곡면 성주리,2**,2,2525253,500000000,198.0,2019,제1종근린생활,계획관리,2026
경기,안성시,원곡면 성주리,4*,1,1359223,70000000,51.5,1995,제2종근린생활,계획관리,2026
경기,안성시,원곡면 외가천리,1**,1,2699475,633000000,234.5,2018,제2종근린생활,자연녹지,2024
경기,안성시,원곡면 외가천리,2**,2,2873958,644255000,224.2,2016,제2종근린생활,일반상업,2025
경기,안성시,원곡면 외가천리,3**,1,3454874,1300000000,376.3,1996,제2종근린생활,생산녹지,2024
경기,안성시,원곡면 지문리,5**,2,3395225,978825000,277.7,2019,제2종근린생활,자연녹지,2026
경기,안성시,원곡면 지문리,7**,1,5910945,3434850000,581.1,2022,제1종근린생활,준공업,2026
경기,안성시,원곡면 칠곡리,2**,1,2606775,548700000,210.5,2017,제2종근린생활,자연녹지,2026
경기,안성시,원곡면 칠곡리,5**,2,4628068,650000000,282.6,2008,숙박,보전녹지,2025
경기,안성시,인지동,3**,1,2025111,200000000,98.8,2007,제1종근린생활,근린상업,2024
경기,안성시,인지동,4**,1,1364505,300000000,219.9,2007,제1종근린생활,준주거,2025
경기,안성시,일죽면 금산리,2**,1,1638598,180000000,109.8,1997,제2종근린생활,계획관리,2025
경기,안성시,일죽면 당촌리,1*,1,1927822,500000000,259.4,2018,제1종근린생활,계획관리,2026
경기,안성시,일죽면 방초리,4*,1,1121241,1287140000,1148.0,1998,숙박,계획관리,2026
경기,안성시,일죽면 방초리,4**,1,1513945,301820000,199.4,1998,제2종근린생활,계획관리,2026
경기,안성시,일죽면 송천리,1*,1,317561,20000000,63.0,2000,제1종근린생활,근린상업,2025
경기,안성시,일죽면 송천리,2**,4,1724756,385000000,223.2,2012,제1종근린생활,제1종일반주거,2026
경기,안성시,일죽면 송천리,610-1,1,4269547,83000000,19.4,2002,제1종근린생활,제2종일반주거,2024
경기,안성시,일죽면 주천리,7*,1,2382603,2200000000,923.4,2022,제2종근린생활,계획관리,2024
경기,안성시,일죽면 화봉리,3**,2,955556,430000000,450.0,2007,제2종근린생활,계획관리,2025
경기,안성시,죽산면 당목리,7**,1,4049080,1320000000,326.0,2024,기타,계획관리,2026
경기,안성시,죽산면 두현리,8*,1,1069754,939800000,878.5,,제2종근린생활,제1종일반주거,2025
경기,안성시,죽산면 죽산리,1**,2,2260556,409000000,179.7,1982,업무,일반상업,2025
경기,안성시,죽산면 죽산리,119-1,3,1402244,35000000,25.0,1998,제1종근린생활,제2종일반주거,2026
경기,안성시,죽산면 죽산리,4**,3,1614744,480000000,503.7,1995,제1종근린생활,제2종일반주거,2026
경기,안성시,죽산면 죽산리,435-2,1,2404735,130000000,54.1,1996,제2종근린생활,일반상업,2026
경기,안성시,죽산면 죽산리,437-2,1,2748414,78000000,28.4,,제2종근린생활,일반상업,2025
경기,안성시,죽산면 죽산리,5**,5,2602896,320000000,122.9,2023,제2종근린생활,제2종일반주거,2025
경기,안성시,죽산면 칠장리,2**,1,14411938,1269980000,88.1,,제2종근린생활,계획관리,2024
경기,안성시,죽산면 칠장리,4**,1,1403853,274720000,195.7,2014,기타,보전관리,2025
경기,안성시,죽산면 칠장리,8**,1,1106562,200000000,180.7,1994,제2종근린생활,생산관리,2026
경기,안성시,중리동,2*,1,2113636,186000000,88.0,1990,제2종근린생활,자연녹지,2025
경기,안성시,중리동,616-1,2,1990741,107500000,54.0,2006,제2종근린생활,제2종일반주거,2024
경기,안성시,창전동,1**,3,1569487,65840000,41.6,,제1종근린생활,제2종일반주거,2026
경기,양주시,고암동,1**,1,1641373,610000000,371.6,2002,제2종근린생활,제1종일반주거,2025
경기,양주시,고암동,121-5,1,3438041,139000000,40.4,2000,제2종근린생활,제3종일반주거,2024
경기,양주시,고암동,128-4,1,4420265,130000000,29.4,2001,제1종근린생활,제2종일반주거,2026
경기,양주시,고암동,4**,4,4505974,975000000,194.4,2020,제2종근린생활,자연녹지,2026
경기,양주시,고암동,5**,2,2133900,1055000000,494.4,2017,제2종근린생활,자연녹지,2025
경기,양주시,고암동,582,2,5375000,107500000,20.0,2011,제2종근린생활,제3종일반주거,2024
경기,양주시,고읍동,1**,3,4882228,667010000,136.6,2022,제2종근린생활,자연녹지,2026
경기,양주시,고읍동,3**,3,11029885,2399000000,217.5,2021,제2종근린생활,생산녹지,2026
경기,양주시,고읍동,455,1,4166667,110000000,26.4,2009,제1종근린생활,제2종일반주거,2025
경기,양주시,고읍동,77,1,3707763,203000000,54.8,,제2종근린생활,제2종일반주거,2026
경기,양주시,광사동,4**,1,3790367,750000000,197.9,2024,제2종근린생활,개발제한구역,2025
경기,양주시,광사동,6**,2,2856706,17000000000,5950.9,2023,제1종근린생활,일반상업,2025
경기,양주시,광사동,651-5,1,1518398,163000000,107.4,2017,제1종근린생활,일반상업,2024
경기,양주시,광사동,652-1,2,2353623,196800000,83.6,2017,제2종근린생활,일반상업,2026
경기,양주시,광사동,652-2,3,2188449,743370000,339.7,2017,기타,일반상업,2025
경기,양주시,광사동,652-3,4,1210085,223540000,185.4,2018,제2종근린생활,일반상업,2026
경기,양주시,광사동,652-6,1,1759259,76000000,43.2,2017,제2종근린생활,일반상업,2026
경기,양주시,광사동,653-2,3,942039,151500000,162.4,2017,교육연구,일반상업,2026
경기,양주시,광사동,654,1,6461538,1050000000,162.5,2009,제1종근린생활,일반상업,2025
경기,양주시,광사동,654-1,1,1386544,230000000,165.9,2011,제1종근린생활,일반상업,2025
경기,양주시,광사동,655,6,1617822,230540000,118.4,2009,제1종근린생활,일반상업,2025
경기,양주시,광사동,655-1,3,1309524,126000000,96.0,2010,제2종근린생활,일반상업,2026
경기,양주시,광사동,656-3,1,5000000,300000000,60.0,2017,제1종근린생활,일반상업,2025
경기,양주시,광사동,656-5,1,1688872,180000000,106.6,2010,제1종근린생활,일반상업,2026
경기,양주시,광사동,656-7,1,805067,150000000,186.3,2010,제2종근린생활,일반상업,2026
경기,양주시,광사동,657,2,5893732,231500000,39.4,2010,판매,일반상업,2026
경기,양주시,광사동,712,1,5674029,149000000,26.3,2010,제1종근린생활,제2종일반주거,2025
경기,양주시,광적면 가납리,2**,2,3407170,340000000,99.8,2010,제2종근린생활,계획관리,2026
경기,양주시,광적면 가납리,4**,1,2203247,875350000,397.3,2014,제2종근린생활,자연녹지,2024
경기,양주시,광적면 가납리,5**,3,2624512,770000000,98.0,2019,제2종근린생활,일반공업,2025
경기,양주시,광적면 가납리,7**,1,1479709,1150000000,777.2,1997,제2종근린생활,준주거,2026
경기,양주시,광적면 가납리,8**,2,1633865,447500000,273.6,2014,제2종근린생활,제1종일반주거,2026
경기,양주시,광적면 가납리,904,2,2101429,75000000,35.7,2017,제2종근린생활,제2종일반주거,2025
경기,양주시,광적면 광석리,3**,3,2813299,550000000,195.5,2010,제2종근린생활,자연녹지,2026
경기,양주시,광적면 덕도리,1**,1,1076923,280000000,260.0,2003,제2종근린생활,계획관리,2025
경기,양주시,광적면 덕도리,2**,2,3611111,715000000,198.0,2022,제2종근린생활,계획관리,2025
경기,양주시,광적면 비암리,2*,4,1325755,411100000,361.8,1999,제1종근린생활,생산관리,2025
경기,양주시,광적면 비암리,2**,1,1997993,199060000,99.6,2008,제2종근린생활,계획관리,2025
경기,양주시,광적면 비암리,5*,1,2394863,349650000,146.0,,제1종근린생활,보전관리,2025
경기,양주시,광적면 석우리,1**,2,2288393,610000000,345.8,2001,제2종근린생활,계획관리,2026
경기,양주시,광적면 석우리,4**,1,1974490,387000000,196.0,2000,제2종근린생활,자연녹지,2024
경기,양주시,광적면 석우리,5**,1,1364599,380000000,278.5,1997,제2종근린생활,계획관리,2025
경기,양주시,광적면 석우리,6**,1,10692745,1504790000,140.7,2011,제2종근린생활,계획관리,2025
경기,양주시,광적면 우고리,3**,1,2751323,2600000000,945.0,2025,제1종근린생활,보전관리,2025
경기,양주시,광적면 우고리,6**,1,4734034,1690050000,357.0,,제1종근린생활,보전관리,2025
경기,양주시,남면 경신리,1**,1,3699248,738000000,199.5,2024,제2종근린생활,자연녹지,2025
경기,양주시,남면 경신리,2**,2,2318258,918030000,396.0,2022,제2종근린생활,계획관리,2026
경기,양주시,남면 구암리,1**,2,1713591,738000000,272.8,2011,제2종근린생활,자연녹지,2025
경기,양주시,남면 매곡리,*,1,1373974,100410000,73.1,,제1종근린생활,자연녹지,2024
경기,양주시,남면 매곡리,3**,1,920048,100000000,108.7,2011,제2종근린생활,계획관리,2026
경기,양주시,남면 상수리,3**,1,1522825,148780000,97.7,2012,제2종근린생활,제2종일반주거,2024
경기,양주시,남면 신산리,1**,1,2249417,269930000,120.0,2006,제2종근린생활,제1종일반주거,2024
경기,양주시,남면 신산리,2**,1,2181818,72000000,33.0,,제2종근린생활,제2종일반주거,2024
경기,양주시,남면 입암리,4**,5,1175015,223000000,192.0,2006,제2종근린생활,계획관리,2024
경기,양주시,남면 입암리,8*,2,2491191,350000000,159.1,1997,제2종근린생활,계획관리,2026
경기,양주시,남면 한산리,3**,3,2428608,472000000,194.4,1998,제1종근린생활,계획관리,2024
경기,양주시,남방동,1**,1,6421371,637000000,99.2,2021,제2종근린생활,자연녹지,2025
경기,양주시,남방동,2**,2,2906670,6275000000,2159.9,2020,기타,제1종일반주거,2026
경기,양주시,남방동,3**,2,7285704,980000000,134.5,2019,제2종근린생활,제1종일반주거,2026
경기,양주시,남방동,5**,4,3477088,1120000000,219.8,2014,제1종근린생활,제1종일반주거,2026
경기,양주시,덕계동,1**,1,2021320,950000000,470.0,1986,제2종근린생활,준공업,2025
경기,양주시,덕계동,24-1,10,4132554,212000000,51.3,2014,제2종근린생활,계획관리,2026
경기,양주시,덕계동,4**,1,1099588,693400000,630.6,1992,제1종근린생활,준주거,2024
경기,양주시,덕계동,420-3,4,7112249,358000000,46.6,2021,제1종근린생활,일반상업,2026
경기,양주시,덕계동,424-4,6,4806881,285000000,59.3,2016,제2종근린생활,일반상업,2026
경기,양주시,덕계동,449-7,18,2976346,448590000,151.3,2021,제1종근린생활,제2종일반주거,2025
경기,양주시,덕계동,5*,1,2140502,545400000,254.8,2003,제1종근린생활,자연녹지,2025
경기,양주시,덕계동,5**,2,2801317,4252500000,1122.7,2009,제2종근린생활,제1종일반주거,2026
경기,양주시,덕계동,6**,3,4152418,3400000000,818.8,2009,제1종근린생활,준주거,2025
경기,양주시,덕계동,670,1,2560241,85000000,33.2,1991,제1종근린생활,제1종일반주거,2024
경기,양주시,덕계동,865,2,10307416,327500000,31.8,2022,제2종근린생활,제3종일반주거,2025
경기,양주시,덕계동,883-1,4,2931499,267500000,86.8,2021,제2종근린생활,준주거,2025
경기,양주시,덕계동,888-5,1,3715937,135000000,36.3,2022,제2종근린생활,일반상업,2025
경기,양주시,덕계동,897,1,6813536,600000000,88.1,2024,제2종근린생활,일반상업,2025
경기,양주시,덕계동,903,1,6760445,322000000,47.6,2023,제2종근린생활,제3종일반주거,2026
경기,양주시,덕계동,915,2,7882812,250000000,31.9,2023,제1종근린생활,제3종일반주거,2025
경기,양주시,덕계동,922-4,1,4009164,280000000,69.8,2024,제1종근린생활,일반상업,2025
경기,양주시,덕계동,925-3,6,4642166,480000000,102.9,2022,제1종근린생활,일반상업,2026
경기,양주시,덕계동,928-2,9,19432440,694260000,37.3,2024,제2종근린생활,일반상업,2026
경기,양주시,덕계동,928-7,2,5464851,349140000,63.9,2022,제1종근린생활,일반상업,2025
경기,양주시,덕계동,947,2,10817690,340000000,31.4,2022,제2종근린생활,제2종일반주거,2026
경기,양주시,덕계동,970-4,5,2978961,320000000,95.2,2021,제2종근린생활,제2종일반주거,2025
경기,양주시,덕정동,1**,1,4069452,1500000000,368.6,1997,제2종근린생활,제2종일반주거,2025
경기,양주시,덕정동,208-1,1,1157373,77000000,66.5,2001,제2종근린생활,준주거,2026
경기,양주시,덕정동,208-2,1,965141,85000000,88.1,2003,판매,준주거,2025
