시도,구시,동,지번,거래수,제곱미터당,금액중간,면적중간,건축년도,용도,용도지역,최근연
경기,가평군,가평읍 금대리,1**,3,2244215,1475100000,657.3,2012,숙박,계획관리,2025
경기,가평군,가평읍 금대리,2**,1,3308049,477550000,144.4,2010,제2종근린생활,계획관리,2024
경기,가평군,가평읍 금대리,6**,2,2364156,100000000,44.1,2008,제2종근린생활,계획관리,2026
경기,가평군,가평읍 달전리,1**,1,4282735,1150000000,268.5,2022,숙박,자연녹지,2025
경기,가평군,가평읍 달전리,2**,3,1441208,189000000,131.1,2003,제2종근린생활,제2종일반주거,2026
경기,가평군,가평읍 대곡리,1**,1,1117880,400000000,357.8,1989,제1종근린생활,일반상업,2025
경기,가평군,가평읍 대곡리,185,1,1596639,57000000,35.7,2017,제1종근린생활,제2종일반주거,2025
경기,가평군,가평읍 대곡리,2**,1,1056567,650000000,615.2,1989,제1종근린생활,일반상업,2026
경기,가평군,가평읍 대곡리,3**,1,2425577,1155860000,476.5,2011,제2종근린생활,자연녹지,2024
경기,가평군,가평읍 두밀리,1**,1,837240,50000000,59.7,2020,제2종근린생활,계획관리,2026
경기,가평군,가평읍 두밀리,4**,1,2407019,321000000,133.4,,업무,계획관리,2026
경기,가평군,가평읍 두밀리,6*,1,1217285,160000000,131.4,2006,제2종근린생활,계획관리,2024
경기,가평군,가평읍 복장리,4**,1,2447765,280930000,114.8,2016,제2종근린생활,계획관리,2025
경기,가평군,가평읍 산유리,1**,1,1089753,216000000,198.2,1996,제2종근린생활,계획관리,2025
경기,가평군,가평읍 산유리,3**,8,2063204,133705000,63.5,2022,숙박,계획관리,2026
경기,가평군,가평읍 상색리,4**,2,3022568,198885000,65.8,2006,제2종근린생활,계획관리,2025
경기,가평군,가평읍 승안리,1*,1,400080,80000000,200.0,1975,제2종근린생활,제2종일반주거,2024
경기,가평군,가평읍 승안리,4**,1,4761905,250000000,52.5,,제2종근린생활,자연환경보전,2024
경기,가평군,가평읍 승안리,5*,1,1030715,100000000,97.0,2014,제2종근린생활,제2종일반주거,2026
경기,가평군,가평읍 읍내리,4**,7,2958580,277410000,100.8,1999,제1종근린생활,일반상업,2026
경기,가평군,가평읍 읍내리,575-6,3,2009511,213000000,105.8,2021,제2종근린생활,제2종일반주거,2025
경기,가평군,가평읍 하색리,6**,3,361009,98180000,272.0,2000,기타,계획관리,2025
경기,가평군,가평읍 하색리,7**,1,1075847,400000000,371.8,2017,제1종근린생활,계획관리,2024
경기,가평군,북면 도대리,3**,1,935126,32000000,34.2,,제2종근린생활,계획관리,2025
경기,가평군,북면 도대리,7*,2,916742,80000000,109.4,2009,제1종근린생활,계획관리,2025
경기,가평군,북면 목동리,4**,1,2712639,967490000,356.7,2018,숙박,계획관리,2024
경기,가평군,북면 목동리,5**,1,3753049,800000000,213.2,2022,숙박,계획관리,2026
경기,가평군,북면 목동리,6**,1,2542299,586610000,230.7,2019,제2종근린생활,생산관리,2024
경기,가평군,북면 목동리,7**,1,2261307,297000000,131.3,2011,제2종근린생활,자연녹지,2026
경기,가평군,북면 백둔리,1**,4,1131546,1209330000,366.8,1994,숙박,계획관리,2025
경기,가평군,북면 백둔리,2**,1,1463415,120000000,82.0,2011,제2종근린생활,보전관리,2025
경기,가평군,북면 백둔리,3**,1,976143,250000000,256.1,2006,숙박,계획관리,2024
경기,가평군,북면 백둔리,4**,1,939650,264690000,281.7,,숙박,계획관리,2026
경기,가평군,북면 백둔리,5**,1,1377991,220010000,159.7,2004,제1종근린생활,계획관리,2026
경기,가평군,북면 백둔리,7**,1,1058177,208990000,197.5,2003,제2종근린생활,보전관리,2024
경기,가평군,북면 백둔리,9*,1,1124797,602700000,535.8,2009,숙박,계획관리,2025
경기,가평군,북면 이곡리,4**,1,2363636,260000000,110.0,2017,제2종근린생활,계획관리,2026
경기,가평군,북면 제령리,1**,1,1655226,340000000,205.4,2013,숙박,계획관리,2026
경기,가평군,북면 제령리,9*,1,1729560,66000000,38.2,2013,제1종근린생활,보전관리,2024
경기,가평군,북면 화악리,4**,1,2520479,120000000,47.6,2022,제2종근린생활,보전관리,2024
경기,가평군,북면 화악리,7**,2,5215964,695500000,160.9,2014,숙박,계획관리,2024
경기,가평군,북면 화악리,9*,1,4490000,121230000,27.0,2023,제1종근린생활,보전관리,2026
경기,가평군,상면 덕현리,2*,1,1568830,4696120000,2993.4,1990,숙박,자연녹지,2025
경기,가평군,상면 덕현리,4**,1,3619442,385000000,106.4,2017,숙박,자연녹지,2024
경기,가평군,상면 덕현리,402-10,12,313333,7250000,9.0,1992,숙박,자연녹지,2026
경기,가평군,상면 덕현리,5**,3,2565588,310000000,120.8,2005,제2종근린생활,계획관리,2026
경기,가평군,상면 봉수리,*,1,800256,150000000,187.4,1997,교육연구,계획관리,2025
경기,가평군,상면 봉수리,2**,2,909112,395000000,434.5,1996,제2종근린생활,계획관리,2025
경기,가평군,상면 상동리,2**,1,588176,58700000,99.8,2001,제1종근린생활,계획관리,2026
경기,가평군,상면 연하리,2**,1,4620979,2300000000,497.7,2024,제2종근린생활,생산녹지,2026
경기,가평군,상면 연하리,3**,2,3548094,197345000,55.6,2025,제2종근린생활,계획관리,2025
경기,가평군,상면 원흥리,4**,1,1745407,1330000000,762.0,2024,숙박,계획관리,2025
경기,가평군,상면 율길리,4**,1,1341907,48000000,35.8,2025,제2종근린생활,계획관리,2025
경기,가평군,상면 임초리,2**,3,3740424,206600000,51.4,2025,제2종근린생활,보전관리,2026
경기,가평군,상면 임초리,4**,1,1758972,849900000,483.2,2006,제2종근린생활,계획관리,2024
경기,가평군,상면 태봉리,3**,1,927464,181820000,196.0,1995,제2종근린생활,계획관리,2025
경기,가평군,상면 항사리,1**,4,473363,325000000,743.0,1992,교육연구,계획관리,2025
경기,가평군,상면 항사리,2*,1,1623377,250000000,154.0,2022,제2종근린생활,계획관리,2025
경기,가평군,상면 항사리,5**,1,1894896,225000000,118.7,2009,제2종근린생활,계획관리,2025
경기,가평군,상면 항사리,7*,1,3054101,140000000,45.8,2025,제2종근린생활,계획관리,2026
경기,가평군,상면 행현리,1**,5,3502900,157000000,44.8,2024,제2종근린생활,계획관리,2026
경기,가평군,상면 행현리,3**,2,1958770,735845000,391.5,2019,제2종근린생활,계획관리,2025
경기,가평군,상면 행현리,5**,1,1596554,991460000,621.0,2014,숙박,계획관리,2025
경기,가평군,상면 행현리,6**,2,639503,70000000,109.5,2019,숙박,계획관리,2024
경기,가평군,상면 행현리,7**,2,2744182,400925000,146.1,2021,제2종근린생활,계획관리,2024
경기,가평군,상면 행현리,8*,1,1777778,80000000,45.0,,기타,계획관리,2026
경기,가평군,설악면 가일리,1**,1,3787879,60000000,15.8,2019,제1종근린생활,계획관리,2025
경기,가평군,설악면 가일리,2**,1,1780899,350000000,196.5,2003,제2종근린생활,보전관리,2026
경기,가평군,설악면 묵안리,2**,1,3024691,98000000,32.4,2026,제2종근린생활,생산관리,2026
경기,가평군,설악면 미사리,4*,12,43755144,212650000,4.9,2025,기타,보전관리,2026
경기,가평군,설악면 방일리,3**,1,3935185,340000000,86.4,2023,제2종근린생활,보전관리,2025
경기,가평군,설악면 방일리,715,2,7963320,82500000,10.4,2016,숙박,계획관리,2025
경기,가평군,설악면 방일리,717,43,6621881,175000000,10.4,2016,숙박,계획관리,2026
경기,가평군,설악면 방일리,718,6,687760,203000000,307.5,2016,숙박,계획관리,2026
경기,가평군,설악면 방일리,8*,2,2736100,496540000,181.2,2024,제2종근린생활,보전관리,2025
경기,가평군,설악면 사룡리,7**,1,3068661,560000000,182.5,2011,제2종근린생활,자연녹지,2025
경기,가평군,설악면 선촌리,2**,2,4791141,3550140000,741.0,2023,제1종근린생활,자연녹지,2025
경기,가평군,설악면 설곡리,5**,3,3015873,95000000,31.8,2026,제2종근린생활,생산관리,2026
경기,가평군,설악면 신천리,3**,2,10278916,1090000000,106.0,2013,제2종근린생활,자연녹지,2024
경기,가평군,설악면 신천리,4**,1,2303882,600000000,260.4,2011,제2종근린생활,제2종일반주거,2025
경기,가평군,설악면 신천리,5**,1,3090553,300000000,97.1,2007,제2종근린생활,제2종일반주거,2025
경기,가평군,설악면 위곡리,1*,1,725903,182100000,250.9,2012,제2종근린생활,계획관리,2025
경기,가평군,설악면 위곡리,1**,5,3273918,95530000,27.5,2021,숙박,계획관리,2026
경기,가평군,설악면 위곡리,3**,3,2007869,148000000,72.0,2023,제2종근린생활,보전관리,2025
경기,가평군,설악면 위곡리,8**,1,700117,60000000,85.7,1995,제2종근린생활,계획관리,2026
경기,가평군,설악면 이천리,1**,2,3243655,178585000,56.0,2022,제2종근린생활,계획관리,2026
경기,가평군,설악면 이천리,2**,3,2439346,185000000,75.8,2025,숙박,계획관리,2026
경기,가평군,설악면 이천리,3**,1,3741581,750000000,200.4,2012,기타,계획관리,2025
경기,가평군,설악면 창의리,4**,6,2028946,839925000,431.8,2014,제1종근린생활,자연녹지,2025
경기,가평군,설악면 회곡리,2*,2,1529495,370000000,248.8,2011,제1종근린생활,계획관리,2025
경기,가평군,설악면 회곡리,9*,1,1563083,545000000,348.7,2009,제2종근린생활,계획관리,2025
경기,가평군,조종면 대보리,1**,1,4118426,444790000,108.0,2024,제2종근린생활,계획관리,2025
경기,가평군,조종면 대보리,2*,1,2445272,420000000,171.8,2023,제2종근린생활,보전관리,2026
경기,가평군,조종면 대보리,2**,1,2536025,180920000,71.3,2025,제2종근린생활,생산관리,2025
경기,가평군,조종면 대보리,7*,1,2000800,150000000,75.0,2021,제2종근린생활,계획관리,2025
경기,가평군,조종면 상판리,2**,1,1010101,200000000,198.0,2016,제2종근린생활,계획관리,2025
경기,가평군,조종면 상판리,3**,2,3649590,712400000,195.2,2023,기타,계획관리,2025
경기,가평군,조종면 신상리,1**,3,2424242,260000000,99.0,2025,제2종근린생활,계획관리,2026
경기,가평군,조종면 신상리,2**,5,1004596,190000000,189.3,2013,숙박,계획관리,2026
경기,가평군,조종면 신상리,3**,1,1800310,348000000,193.3,1990,제2종근린생활,계획관리,2025
경기,가평군,조종면 신상리,5**,1,1696052,265500000,156.5,2019,기타,계획관리,2026
경기,가평군,조종면 운악리,2**,1,2187615,298500000,136.4,1996,제2종근린생활,계획관리,2024
경기,가평군,조종면 운악리,4**,18,1502851,224000000,149.0,2018,숙박,계획관리,2026
경기,가평군,조종면 현리,2**,4,1183696,362500000,194.6,1988,제2종근린생활,일반상업,2025
경기,가평군,조종면 현리,324-8,4,499445,44875000,89.8,1995,제2종근린생활,준주거,2024
경기,가평군,조종면 현리,4**,2,3128665,492500000,149.2,1996,제2종근린생활,자연녹지,2025
경기,가평군,청평면 고성리,1**,1,1348108,3460000000,2566.6,2013,기타,계획관리,2025
경기,가평군,청평면 고성리,2*,2,12157962,1890320000,155.5,2019,기타,보전관리,2025
경기,가평군,청평면 고성리,2**,8,7203452,393000000,115.8,2022,제2종근린생활,계획관리,2025
경기,가평군,청평면 고성리,7**,1,5396825,170000000,31.5,2023,제2종근린생활,계획관리,2026
경기,가평군,청평면 대성리,1**,1,3422552,378500000,110.6,2023,제2종근린생활,자연녹지,2026
경기,가평군,청평면 대성리,4*,1,1281118,4788000000,3737.4,2003,제2종근린생활,계획관리,2025
경기,가평군,청평면 대성리,4**,6,889846,214505000,318.6,2025,제2종근린생활,계획관리,2025
경기,가평군,청평면 대성리,5**,2,1861709,418750000,238.2,2015,제2종근린생활,계획관리,2026
경기,가평군,청평면 삼회리,2**,1,799539,250000000,312.7,1999,제1종근린생활,계획관리,2025
경기,가평군,청평면 삼회리,4**,1,926805,332000000,358.2,2002,기타,계획관리,2026
경기,가평군,청평면 삼회리,5**,1,1581739,510000000,322.4,2002,제2종근린생활,계획관리,2026
경기,가평군,청평면 상천리,1***,2,860466,161105000,187.2,1997,제2종근린생활,계획관리,2025
경기,가평군,청평면 상천리,6**,3,3676471,155000000,42.2,2025,제2종근린생활,보전관리,2026
경기,가평군,청평면 상천리,9**,1,1829268,300000000,164.0,1999,제2종근린생활,계획관리,2026
경기,가평군,청평면 청평리,4**,2,2144369,745000000,619.1,2000,제2종근린생활,일반상업,2026
경기,가평군,청평면 청평리,413-7,2,1657825,150000000,90.5,1992,제1종근린생활,일반상업,2026
경기,가평군,청평면 청평리,6**,2,1473920,1278070000,828.7,1994,제2종근린생활,제2종일반주거,2026
경기,가평군,청평면 하천리,3**,1,5594136,145000000,25.9,,제2종근린생활,자연녹지,2025
경기,과천시,갈현동,*,6,6916299,900000000,126.6,2024,제2종근린생활,일반상업,2026
경기,과천시,갈현동,1*,1,16456583,2820000000,171.4,2008,제2종근린생활,제1종일반주거,2025
경기,과천시,갈현동,3**,1,10803092,5296000000,490.2,2003,제2종근린생활,제1종일반주거,2025
경기,과천시,갈현동,815,2,16466491,537500000,32.6,2023,제2종근린생활,제3종일반주거,2025
경기,과천시,갈현동,826,1,18039591,565000000,31.3,,제1종근린생활,제3종일반주거,2026
경기,과천시,갈현동,828,1,25585200,1130610000,44.2,2023,제2종근린생활,준주거,2026
경기,과천시,갈현동,860-1,2,7109623,429990000,60.5,2023,제1종근린생활,준주거,2026
경기,과천시,과천동,1**,1,12033259,2330000000,193.6,2002,제2종근린생활,제1종일반주거,2024
경기,과천시,과천동,3**,1,8253147,4400000000,533.1,2012,제2종근린생활,제1종일반주거,2025
경기,과천시,과천동,555-69,2,8099223,277950000,34.3,2011,제2종근린생활,제1종일반주거,2026
경기,과천시,문원동,15-104,1,5540780,250000000,45.1,2013,제2종근린생활,제1종일반주거,2025
경기,과천시,문원동,4**,1,16356202,1800000000,110.0,2000,제2종근린생활,개발제한구역,2025
경기,과천시,문원동,98-2,4,1455328,347500000,235.7,2003,제2종근린생활,제1종일반주거,2024
경기,과천시,별양동,1-10,2,8343428,387500000,46.5,2007,제1종근린생활,일반상업,2025
경기,과천시,별양동,1-11,2,2339899,62250000,26.9,1985,제1종근린생활,일반상업,2026
경기,과천시,별양동,1-13,18,6803990,130000000,20.0,1984,판매,일반상업,2026
경기,과천시,별양동,1-14,3,5328005,289000000,59.3,1995,제1종근린생활,일반상업,2026
경기,과천시,별양동,1-17,2,5576692,120000000,22.0,1997,제1종근린생활,일반상업,2025
경기,과천시,별양동,1-18,63,7861635,120000000,12.5,1985,판매,일반상업,2026
경기,과천시,별양동,1-19,21,7598520,3477070000,457.0,1992,판매,일반상업,2024
경기,과천시,별양동,1-21,2,14722657,551500000,38.0,2025,제2종근린생활,일반상업,2026
경기,과천시,별양동,1-4,1,27152318,410000000,15.1,1986,제1종근린생활,일반상업,2024
경기,과천시,별양동,1-5,3,5271628,480000000,91.2,1984,제2종근린생활,일반상업,2026
경기,과천시,별양동,13,1,2443696,370000000,151.4,1982,제2종근린생활,제2종일반주거,2025
경기,과천시,별양동,14,2,2983182,272500000,91.3,1983,제2종근린생활,제2종일반주거,2025
경기,과천시,별양동,17,1,20134228,600000000,29.8,2008,제2종근린생활,제2종일반주거,2026
경기,과천시,부림동,46,2,5955926,200000000,33.6,1984,제1종근린생활,제3종일반주거,2026
경기,과천시,원문동,4,7,12820513,315000000,28.8,2008,제2종근린생활,개발제한구역,2026
경기,과천시,주암동,4**,1,16658590,1375000000,82.5,2007,제2종근린생활,제1종일반주거,2026
경기,과천시,주암동,99,7,9887529,800000000,80.9,2013,제2종근린생활,제1종일반주거,2026
경기,과천시,중앙동,13-7,2,20580366,1000000000,48.6,1981,제1종근린생활,제2종전용주거,2024
경기,과천시,중앙동,36,5,7386563,220000000,28.4,1981,제1종근린생활,제2종일반주거,2026
경기,과천시,중앙동,38,28,7286996,327500000,44.6,2022,제2종근린생활,일반상업,2026
경기,과천시,중앙동,4*,1,3789529,14700000000,3879.1,1987,교육연구,일반상업,2024
경기,과천시,중앙동,40-13,1,10108303,420000000,41.6,1986,제1종근린생활,일반상업,2025
경기,광명시,광명동,1**,8,10965809,1307500000,188.6,1977,제1종근린생활,일반상업,2026
경기,광명시,광명동,100-13,1,7768362,330000000,42.5,2006,제2종근린생활,일반상업,2026
경기,광명시,광명동,150-19,28,5936025,32500000,5.0,2004,판매,일반상업,2026
경기,광명시,광명동,158-122,1,7996237,340000000,42.5,2014,제2종근린생활,일반상업,2026
경기,광명시,광명동,158-195,1,4253057,400000000,94.0,2004,제1종근린생활,일반상업,2025
경기,광명시,광명동,158-81,1,4268032,100000000,23.4,2004,업무,일반상업,2025
경기,광명시,광명동,159-2,2,4159352,102000000,24.2,2002,업무,준주거,2025
경기,광명시,광명동,200-6,1,4466632,170000000,38.1,1997,제2종근린생활,제3종일반주거,2025
경기,광명시,광명동,290-14,1,624220,20000000,32.0,1996,기타,일반상업,2024
경기,광명시,광명동,290-52,2,11998737,380000000,31.7,1978,제1종근린생활,일반상업,2024
경기,광명시,광명동,3*,1,5726920,2831790000,494.5,1992,제2종근린생활,준주거,2026
경기,광명시,광명동,3**,6,7457734,6057500000,625.8,1987,제1종근린생활,일반상업,2026
경기,광명시,광명동,342-5,1,11206134,380000000,33.9,,제2종근린생활,일반상업,2025
경기,광명시,광명동,346-2,1,4112839,875500000,212.9,2019,제1종근린생활,일반상업,2025
경기,광명시,광명동,352-14,1,3346160,200000000,59.8,2004,교육연구,제2종일반주거,2025
경기,광명시,광명동,4**,1,8152174,300000000,36.8,1985,제2종근린생활,제2종일반주거,2025
경기,광명시,광명동,58-9,2,4698567,267500000,56.9,2016,제2종근린생활,일반상업,2025
경기,광명시,광명동,6**,1,14981158,2289870000,152.8,,업무,제3종일반주거,2024
경기,광명시,광명동,726-12,2,10475271,190000000,18.1,1995,제1종근린생활,제2종일반주거,2026
경기,광명시,광명동,752,2,4655172,202500000,43.5,2015,제2종근린생활,제2종일반주거,2026
경기,광명시,광명동,753,1,2187631,520000000,237.7,2023,제1종근린생활,제2종일반주거,2025
경기,광명시,광명동,787-4,3,9137636,160000000,17.5,2021,제2종근린생활,제1종일반주거,2026
경기,광명시,광명동,9*,2,3337224,1660000000,497.2,1988,숙박,일반상업,2026
경기,광명시,광명동,92-2,1,22914521,890000000,38.8,2019,제1종근린생활,일반상업,2026
경기,광명시,광명동,94-1,1,3601170,160000000,44.4,2017,제2종근린생활,일반상업,2024
경기,광명시,노온사동,7**,1,7573713,601580000,79.4,2019,제2종근린생활,제2종일반주거,2025
경기,광명시,소하동,1284,1,9934641,380000000,38.2,2009,제2종근린생활,제2종일반주거,2025
경기,광명시,소하동,1335,1,19236250,1350000000,70.2,2017,제1종근린생활,일반상업,2025
경기,광명시,소하동,1338-3,4,3806439,1111000000,296.4,2012,제1종근린생활,일반상업,2025
경기,광명시,소하동,1339,3,3397594,426500000,125.5,2011,교육연구,일반상업,2025
경기,광명시,소하동,1339-1,10,3195839,562080000,143.2,2011,제1종근린생활,일반상업,2026
경기,광명시,소하동,1340-5,1,2578383,250000000,97.0,2012,제1종근린생활,일반상업,2025
경기,광명시,소하동,1341,2,2964999,634705000,214.1,2011,기타,일반상업,2025
경기,광명시,소하동,1341-1,2,3496929,490000000,140.1,2010,제1종근린생활,일반상업,2025
경기,광명시,소하동,1341-2,1,15503876,800000000,51.6,2010,제1종근린생활,일반상업,2025
경기,광명시,소하동,1341-3,2,6847362,537500000,104.6,2011,제2종근린생활,일반상업,2026
경기,광명시,소하동,1343-6,1,3095975,300000000,96.9,2015,제1종근린생활,일반상업,2025
경기,광명시,소하동,1344,2,18561994,1238085000,66.7,2022,제1종근린생활,준주거,2026
경기,광명시,소하동,1345,6,4122011,372500000,124.0,2010,제2종근린생활,준주거,2026
경기,광명시,소하동,1348,1,6064356,245000000,40.4,2010,제2종근린생활,제2종일반주거,2025
경기,광명시,소하동,1364,5,2572016,125000000,48.6,2011,제2종근린생활,제2종일반주거,2026
경기,광명시,소하동,1365,1,8137571,530000000,65.1,2011,제2종근린생활,준주거,2026
경기,광명시,소하동,1410-1,1,5641695,218390000,38.7,2026,제1종근린생활,제2종일반주거,2026
경기,광명시,소하동,2*,2,6469017,1225970000,215.3,2008,제2종근린생활,제2종일반주거,2025
경기,광명시,소하동,3*,1,2242152,1650000000,735.9,1988,제2종근린생활,제2종일반주거,2025
경기,광명시,소하동,36-52,4,9782609,450000000,46.0,2019,제1종근린생활,제2종일반주거,2025
경기,광명시,소하동,896,1,1851852,300000000,162.0,,제2종근린생활,제3종일반주거,2025
경기,광명시,소하동,9**,5,3021878,3000000000,959.6,1991,제2종근린생활,제2종일반주거,2026
경기,광명시,소하동,927-19,1,4518873,85000000,18.8,2016,제1종근린생활,제2종일반주거,2024
경기,광명시,옥길동,4*,1,3812164,880000000,230.8,2018,제1종근린생활,제1종일반주거,2024
경기,광명시,일직동,501-4,4,17036278,1354930000,79.5,2020,제2종근린생활,준주거,2026
경기,광명시,일직동,506,4,3233179,222500000,68.4,2014,제1종근린생활,제2종일반주거,2025
경기,광명시,일직동,509-1,1,4428978,140000000,31.6,2017,제2종근린생활,일반상업,2025
경기,광명시,일직동,509-2,1,4661280,150000000,32.2,2018,제2종근린생활,일반상업,2025
경기,광명시,일직동,510-10,1,15873016,500000000,31.5,2015,제1종근린생활,일반상업,2025
경기,광명시,일직동,510-7,1,6044047,365000000,60.4,2017,제2종근린생활,일반상업,2026
경기,광명시,일직동,510-8,1,23783100,1221500000,51.4,2016,제2종근린생활,일반상업,2026
경기,광명시,일직동,510-9,1,2376889,390000000,164.1,2016,제1종근린생활,일반상업,2024
경기,광명시,일직동,511-3,2,8253943,497500000,96.7,2016,제1종근린생활,일반상업,2025
경기,광명시,일직동,512,13,6295788,220000000,47.6,2021,업무,일반상업,2026
경기,광명시,일직동,512-3,49,5190216,2601960000,501.4,,숙박,일반상업,2026
경기,광명시,일직동,514,8,20923812,897795000,46.9,2021,제2종근린생활,준주거,2026
경기,광명시,일직동,515,17,3508255,119000000,33.8,2019,업무,준주거,2026
경기,광명시,일직동,515-1,7,8319468,400000000,38.9,2019,제2종근린생활,준주거,2026
경기,광명시,일직동,517,5,21221730,721940000,34.0,2018,제1종근린생활,일반상업,2026
경기,광명시,일직동,518,6,22869006,1096450000,44.3,2017,제1종근린생활,일반상업,2025
경기,광명시,철산동,1**,1,3963439,980000000,247.3,1992,제2종근린생활,제2종일반주거,2026
경기,광명시,철산동,2**,1,6163747,2796800000,453.8,2025,제2종근린생활,제2종일반주거,2025
경기,광명시,철산동,219-1,2,1829167,69750000,38.6,1999,업무,일반상업,2026
경기,광명시,철산동,220-2,1,2285366,300000000,131.3,1991,제1종근린생활,일반상업,2026
경기,광명시,철산동,240,6,22219065,522500000,19.8,1986,판매,제3종일반주거,2026
경기,광명시,철산동,241-2,2,24695084,585000000,28.2,1986,판매,제3종일반주거,2025
경기,광명시,철산동,261,184,6326613,31380000,5.0,1996,판매,일반상업,2026
경기,광명시,철산동,272,2,2652793,330000000,124.4,2005,제2종근린생활,일반상업,2024
경기,광명시,철산동,4**,2,9739901,12525000000,3115.1,1998,숙박,일반상업,2026
경기,광명시,철산동,437,2,19572503,460000000,23.5,1986,제2종근린생활,일반상업,2025
경기,광명시,철산동,440,12,10093771,109000000,10.6,1987,판매,일반상업,2026
경기,광명시,철산동,441,2,2886631,93500000,38.4,1991,제2종근린생활,일반상업,2025
경기,광명시,철산동,447-1,3,679348,6000000,12.0,1992,제2종근린생활,일반상업,2026
경기,광명시,철산동,449-2,8,36539535,340000000,10.5,1986,판매,제3종일반주거,2026
경기,광명시,철산동,463-92,2,1937477,89000000,46.8,1988,제2종근린생활,제2종일반주거,2025
경기,광명시,철산동,467-264,1,2713987,130000000,47.9,,제2종근린생활,제2종일반주거,2026
경기,광명시,철산동,467-58,1,14904735,531950000,35.7,2003,제1종근린생활,제3종일반주거,2024
경기,광명시,철산동,58,2,18849206,285000000,15.1,1990,제2종근린생활,제2종일반주거,2026
경기,광명시,철산동,617,6,4584182,235000000,42.2,2001,제2종근린생활,제3종일반주거,2026
경기,광명시,철산동,625-2,1,4464286,270000000,60.5,2003,제2종근린생활,제2종일반주거,2025
경기,광명시,철산동,631,1,3687492,278000000,75.4,2007,제2종근린생활,제2종일반주거,2026
경기,광명시,철산동,634,2,7149758,340000000,47.5,2009,제1종근린생활,제1종일반주거,2025
경기,광명시,철산동,637,9,8045977,203000000,22.6,2010,제1종근린생활,제3종일반주거,2026
경기,광명시,철산동,639-1,3,2512156,310000000,123.4,2022,제2종근린생활,제3종일반주거,2025
경기,광명시,하안동,13-2,2,5739948,200000000,43.2,1990,판매,제2종일반주거,2025
경기,광명시,하안동,2**,4,3622897,4500000000,1242.1,2016,제1종근린생활,제1종일반주거,2026
경기,광명시,하안동,200-1,1,2163472,500000000,231.1,1991,제1종근린생활,제2종일반주거,2025
경기,광명시,하안동,260-2,2,9145712,242500000,27.4,1990,제2종근린생활,제2종일반주거,2026
경기,광명시,하안동,260-4,6,3157994,175000000,53.0,1990,제2종근린생활,제2종일반주거,2026
경기,광명시,하안동,3**,4,4454833,10400000000,2810.1,1999,숙박,일반상업,2026
경기,광명시,하안동,301-4,1,2143981,54500000,25.4,1995,제2종근린생활,일반상업,2025
경기,광명시,하안동,302-5,2,2827621,101000000,36.2,1998,제2종근린생활,일반상업,2026
경기,광명시,하안동,303,2,4814014,289900000,62.5,2023,제2종근린생활,일반상업,2026
경기,광명시,하안동,304,68,3187194,220515000,49.6,2023,제1종근린생활,일반상업,2025
경기,광명시,하안동,305-1,1,3925121,65000000,16.6,1997,제1종근린생활,일반상업,2026
경기,광명시,하안동,33-1,1,1768868,180000000,101.8,,제1종근린생활,일반상업,2025
경기,광명시,하안동,33-3,2,2414124,235000000,107.3,1991,제2종근린생활,일반상업,2026
경기,광명시,하안동,34-2,9,6196416,217270000,22.4,1990,제1종근린생활,일반상업,2026
경기,광명시,하안동,34-7,2,949005,35000000,43.2,1990,업무,일반상업,2026
경기,광명시,하안동,36,3,3000000,210000000,70.0,1990,제2종근린생활,일반상업,2025
경기,광명시,하안동,36-1,1,4444444,360000000,81.0,1991,제1종근린생활,일반상업,2025
경기,광명시,하안동,36-4,2,20071162,485000000,34.0,1991,제1종근린생활,일반상업,2026
경기,광명시,하안동,37-2,1,1451941,300000000,206.6,1991,제2종근린생활,일반상업,2026
경기,광명시,하안동,5*,1,3098503,5200000000,1678.2,1991,제2종근린생활,일반상업,2026
경기,광명시,하안동,53-1,12,7737098,52500000,8.7,1992,판매,일반상업,2026
경기,광명시,하안동,6**,2,2078565,1436995000,691.3,2012,제1종근린생활,개발제한구역,2025
경기,광명시,하안동,62,1,2247709,390000000,173.5,1990,제1종근린생활,일반상업,2025
경기,광명시,하안동,62-4,1,14501332,490000000,33.8,1991,제1종근린생활,일반상업,2024
경기,광명시,하안동,682-1,2,18945869,332500000,17.6,1989,제2종근린생활,제2종일반주거,2025
경기,광명시,하안동,7**,1,11232626,2820400000,251.1,1983,제1종근린생활,제3종일반주거,2025
경기,광명시,하안동,702-1,1,10835913,70000000,6.5,1990,제2종근린생활,제2종일반주거,2025
경기,광명시,하안동,707-9,1,2222222,55000000,24.8,1995,제2종근린생활,제3종일반주거,2025
경기,광명시,하안동,8**,1,1103223,690000000,625.4,2017,제2종근린생활,제1종일반주거,2024
경기,광명시,하안동,863,1,7469803,235000000,31.5,2009,제1종근린생활,제3종일반주거,2025
경기,광주시,경안동,1*,1,4782892,13494500000,2821.4,2008,제2종근린생활,준주거,2025
경기,광주시,경안동,163-23,1,1956908,99000000,50.6,2004,제2종근린생활,제1종일반주거,2024
경기,광주시,경안동,20-16,31,5981940,713500000,112.9,2023,제2종근린생활,일반상업,2025
경기,광주시,경안동,25-3,10,1758930,25000000,10.8,2009,판매,준주거,2026
경기,광주시,경안동,30-3,3,2244830,168250000,75.0,2013,제2종근린생활,일반상업,2026
경기,광주시,경안동,447,1,4168597,90000000,21.6,2021,제2종근린생활,제2종일반주거,2025
