시도,구시,동,단지,거래수,제곱미터당,금액중간,면적중간,건축년도,최근연
서울,은평구,불광동,삼흥아파트,3,5638215,360000000,63.8,2002,2026
서울,은평구,불광동,서강아파트,1,3066271,620000000,202.2,1991,2025
서울,은평구,불광동,선우아파트,1,6462675,490000000,75.8,2002,2026
서울,은평구,불광동,신우아파트,1,9087877,545000000,60.0,1995,2026
서울,은평구,불광동,엘지아파트,2,5153027,402500000,78.0,2002,2025
서울,은평구,불광동,연신내역트리플라101동,19,13291388,338000000,25.4,2021,2026
서울,은평구,불광동,연신내역트리플라102동,17,13000000,338000000,26.0,2021,2026
서울,은평구,불광동,월드그린,1,6232770,520000000,83.4,2003,2025
서울,은평구,불광동,은혜스카이빌아파트,5,7554653,635000000,84.3,2005,2026
서울,은평구,불광동,제이타워,2,8157713,115500000,14.2,2013,2024
서울,은평구,불광동,태양아파트,1,6960009,590000000,84.8,2004,2025
서울,은평구,불광동,효민아크로뷰,6,14910966,277500000,21.1,2021,2025
서울,은평구,수색동,DMC 진흥,31,10695038,700000000,57.5,2003,2026
서울,은평구,수색동,DMCSKVIEW,69,17647785,1390000000,85.0,2023,2026
서울,은평구,수색동,DMCSK뷰아이파크포레,95,16677785,1075000000,60.0,2025,2026
서울,은평구,수색동,DMC롯데캐슬더퍼스트,128,16536302,1155000000,60.0,2021,2026
서울,은평구,수색동,DMC아트포레자이,13,15295917,1290000000,85.0,2026,2026
서울,은평구,수색동,DMC자이1단지,18,9772848,1202500000,116.9,2009,2026
서울,은평구,수색동,DMC파인시티자이,56,18125110,1290000000,74.8,2025,2026
서울,은평구,수색동,e편한세상 수색 에코포레,112,9164106,740000000,85.0,2003,2026
서울,은평구,수색동,"수정가,나동",5,11237733,720000000,65.3,1987,2025
서울,은평구,수색동,청구,22,13965316,860000000,60.0,2000,2026
서울,은평구,신사동,개성하이뷰,4,5589067,450000000,80.5,2009,2026
서울,은평구,신사동,거성리젠시,1,9836544,505500000,51.4,2023,2025
서울,은평구,신사동,구암,4,6610037,670000000,99.7,2004,2025
서울,은평구,신사동,굿모닝기룡(369-0),1,6548545,547000000,83.5,2005,2026
서울,은평구,신사동,뉴서울(277-19),3,5567813,429000000,77.0,2003,2026
서울,은평구,신사동,뉴서울(277-2),4,6567229,400000000,60.9,2003,2025
서울,은평구,신사동,뉴신사신성,10,6189292,522500000,84.4,1993,2026
서울,은평구,신사동,다원그린,1,7207984,585000000,81.2,2003,2024
서울,은평구,신사동,대운,1,3396226,270000000,79.5,2001,2026
서울,은평구,신사동,대주파크빌,8,8107311,620000000,83.9,2004,2026
서울,은평구,신사동,라이프씨티,8,5991089,470000000,83.0,1992,2026
서울,은평구,신사동,린든빌(29-26),1,7384927,438000000,59.3,2007,2026
서울,은평구,신사동,명남(200-16),1,5880168,475000000,80.8,2003,2026
서울,은평구,신사동,명남(23-45),1,6511566,487000000,74.8,2002,2024
서울,은평구,신사동,명남더블레스(19-162),4,9465805,507500000,53.4,2018,2026
서울,은평구,신사동,명남더블레스(39-19),1,5738195,480000000,83.6,2003,2024
서울,은평구,신사동,명진(200-115),3,4475309,377000000,84.2,2000,2025
서울,은평구,신사동,명진(348-7),3,5631712,600000000,84.5,2003,2026
서울,은평구,신사동,미래하임(아파트),4,9310945,415000000,44.6,2015,2025
서울,은평구,신사동,미성,62,8515662,593500000,63.5,1987,2026
서울,은평구,신사동,부흥아파트(33-10),3,6512729,550000000,84.4,2005,2026
서울,은평구,신사동,삼부,5,7416268,500000000,75.2,2001,2026
서울,은평구,신사동,선정(35-2),1,7422035,545000000,73.4,2006,2024
서울,은평구,신사동,세민하이파크,2,10972879,441000000,40.2,2017,2026
서울,은평구,신사동,승윤노블리안,6,8140032,469000000,58.0,2019,2026
서울,은평구,신사동,신사동한신휴플러스,21,8623745,680000000,84.6,2003,2026
서울,은평구,신사동,신사성원,14,8248715,518750000,59.9,2000,2026
서울,은평구,신사동,신사씨티,32,7419521,431000000,58.1,1993,2026
서울,은평구,신사동,신사코아,3,4126442,483000000,117.0,2004,2026
서울,은평구,신사동,신성,21,7093933,453000000,61.3,1988,2026
서울,은평구,신사동,신성수정,15,7063679,485000000,84.8,1996,2026
서울,은평구,신사동,신아,2,5769317,382500000,66.3,2008,2025
서울,은평구,신사동,신현,2,7883170,705000000,89.9,2003,2026
서울,은평구,신사동,에코벨리,2,6498716,405000000,62.3,2003,2026
서울,은평구,신사동,예성그린,1,5042017,300000000,59.5,2013,2025
서울,은평구,신사동,우공101동,2,5319533,447500000,84.1,2004,2026
서울,은평구,신사동,유성,1,4966552,245000000,49.3,2003,2025
서울,은평구,신사동,유한베스트빌,1,6238230,530000000,85.0,2002,2026
서울,은평구,신사동,은평신사두산위브,16,8765015,745000000,85.0,2006,2026
서울,은평구,신사동,은평신사두산위브2차,13,9295211,798000000,85.0,2011,2026
서울,은평구,신사동,응암역효성해링턴플레이스,41,11878545,775000000,71.9,2019,2026
서울,은평구,신사동,이랜드타운아파트,22,7470973,582500000,84.9,2004,2026
서울,은평구,신사동,임탑(12-1)100동,3,4945249,420000000,84.9,2004,2026
서울,은평구,신사동,정명네스트,2,5840351,457500000,78.6,2003,2026
서울,은평구,신사동,청운,1,7169652,560000000,78.1,2003,2025
서울,은평구,신사동,청운제일(362-0),1,7019043,575000000,81.9,2002,2026
서울,은평구,신사동,현대1,49,7069027,595000000,84.2,1997,2026
서울,은평구,신사동,현대2,47,6955087,590000000,84.8,1994,2026
서울,은평구,신사동,형진,5,6072265,363000000,59.8,1997,2025
서울,은평구,신사동,홍익,8,6673340,430500000,59.9,1995,2026
서울,은평구,역촌동,SM벨리체,1,10222382,570000000,55.8,2020,2026
서울,은평구,역촌동,개성팰리스,2,3965517,230000000,58.0,2012,2025
서울,은평구,역촌동,거성리젠시2차,3,8408797,585000000,63.8,2006,2026
서울,은평구,역촌동,건우샹그리라,1,6594582,555000000,84.2,2004,2025
서울,은평구,역촌동,고도아파트,2,10032076,513000000,51.1,2021,2026
서울,은평구,역촌동,궁전,1,6131352,520000000,84.8,1994,2026
서울,은평구,역촌동,뉴캐슬,1,5024784,740000000,147.3,2003,2026
서울,은평구,역촌동,더-위일이노펠리체,4,12523205,708500000,56.3,2024,2025
서울,은평구,역촌동,두성,1,5985829,490000000,81.9,2004,2026
서울,은평구,역촌동,두성아파트,3,5550307,470000000,84.7,2004,2025
서울,은평구,역촌동,디딤빌아파트,2,5514706,465000000,84.3,2000,2025
서울,은평구,역촌동,리더스파크,3,8975136,740000000,82.4,2006,2026
서울,은평구,역촌동,만민라이프,1,5050803,427500000,84.6,2002,2026
서울,은평구,역촌동,만민라이프(A동),1,6421586,545000000,84.9,2004,2026
서울,은평구,역촌동,명남뉴(32-3),2,6480963,482500000,74.2,2004,2026
서울,은평구,역촌동,명남뉴아파트,1,6239699,530000000,84.9,2004,2026
서울,은평구,역촌동,무궁화,9,3432494,210000000,61.2,1972,2026
서울,은평구,역촌동,미랜드,2,7195811,611500000,85.0,2006,2025
서울,은평구,역촌동,부호(101동),1,6891062,549700000,79.8,2004,2026
서울,은평구,역촌동,부호(103동),1,6078848,515000000,84.7,2004,2024
서울,은평구,역촌동,서안,2,6020166,507500000,84.3,2003,2026
서울,은평구,역촌동,센타폴리스,2,8478458,917500000,110.9,2004,2026
서울,은평구,역촌동,센트레빌아스테리움시그니처,13,12312047,870000000,60.0,2026,2026
서울,은평구,역촌동,소망,3,3590456,155000000,43.2,2002,2026
서울,은평구,역촌동,솔빛,1,5419416,460000000,84.9,2004,2024
서울,은평구,역촌동,아그네스풍림아이원,10,7713096,815000000,103.4,2009,2026
서울,은평구,역촌동,에버그린,2,5719582,444000000,77.7,2003,2026
서울,은평구,역촌동,엔에스,2,5011417,417000000,83.2,2001,2026
서울,은평구,역촌동,역촌,1,4890650,487500000,99.7,2001,2024
서울,은평구,역촌동,역촌센트레빌,37,8599364,715000000,84.9,2011,2026
서울,은평구,역촌동,역촌월드,2,5881876,335000000,58.5,2003,2025
서울,은평구,역촌동,연리지,1,5994815,555000000,92.6,2006,2025
서울,은평구,역촌동,예청,1,6005652,510000000,84.9,2004,2025
서울,은평구,역촌동,월드,1,5273149,250000000,47.4,2003,2025
서울,은평구,역촌동,위산엘리시움,11,8956315,490000000,54.7,2018,2026
서울,은평구,역촌동,청우참조은,1,5267342,265000000,50.3,2003,2025
서울,은평구,역촌동,청운퀸즈,3,6518480,500000000,76.7,2001,2025
서울,은평구,역촌동,태경맨션,1,4557241,351500000,77.1,2004,2025
서울,은평구,역촌동,푸른솔,2,4860207,360000000,74.4,2007,2025
서울,은평구,역촌동,프라우드아파트,1,6244845,530000000,84.9,2004,2025
서울,은평구,역촌동,하늘애,3,9416196,800000000,84.8,2007,2026
서울,은평구,역촌동,한국리치빌,5,7599470,640000000,84.2,2003,2026
서울,은평구,역촌동,현대타운,1,3559910,585000000,164.3,1996,2025
서울,은평구,응암동,e편한세상백련산,58,10873845,888000000,84.3,2022,2026
서울,은평구,응암동,거장메카,14,11937237,582000000,48.8,2024,2026
서울,은평구,응암동,거장메카(116-22),1,14129996,350000000,24.8,2021,2025
서울,은평구,응암동,경남,11,7008245,530000000,74.2,1995,2026
서울,은평구,응암동,경원파발리안,3,7941092,550000000,69.3,2009,2026
서울,은평구,응암동,경향렉스빌,9,7997864,700000000,84.8,2004,2026
서울,은평구,응암동,남청파인힐,10,7762060,429000000,55.1,2001,2026
서울,은평구,응암동,녹번역e편한세상캐슬,306,17565332,1220000000,60.0,2021,2026
서울,은평구,응암동,녹번역센트레빌,22,10583039,886500000,84.9,2013,2026
서울,은평구,응암동,뉴월드(240-63),3,5381727,430000000,79.9,2005,2026
서울,은평구,응암동,뉴월드(402-120),1,5033756,425000000,84.4,2005,2026
서울,은평구,응암동,뉴월드(402-42),3,5633450,445000000,79.9,2005,2026
서울,은평구,응암동,뉴월드(403-32),1,5248619,427500000,81.4,2005,2025
서울,은평구,응암동,다원,2,6952628,590000000,84.9,2006,2025
서울,은평구,응암동,다원(107-4),1,8037742,460000000,57.2,2011,2025
서울,은평구,응암동,대주피오레,29,8360810,670000000,84.9,2003,2026
서울,은평구,응암동,더위일,3,10268562,543000000,50.6,2017,2026
서울,은평구,응암동,드림캐시아1,2,8757157,520000000,59.4,2011,2026
서울,은평구,응암동,드림캐시아2,3,8062618,685000000,85.0,2011,2026
서울,은평구,응암동,디우아르떼,8,11967750,435000000,36.9,2019,2026
서울,은평구,응암동,메트로럭스,1,5301189,785000000,148.1,2007,2025
서울,은평구,응암동,명남(122-10),1,7772021,660000000,84.9,2001,2026
서울,은평구,응암동,명남더블레스,11,8775351,468000000,51.3,2012,2026
서울,은평구,응암동,명남래희안(122-4),5,6618084,445000000,67.2,2001,2026
서울,은평구,응암동,명남스카이뷰,19,10257308,580000000,57.1,2023,2026
서울,은평구,응암동,명진,1,6307271,530000000,84.0,2004,2026
서울,은평구,응암동,모아(365-35),2,5926262,433500000,73.4,2006,2026
서울,은평구,응암동,모아아파트,7,9532062,512500000,52.5,2016,2026
서울,은평구,응암동,미소세상,1,6982678,520000000,74.5,2017,2026
서울,은평구,응암동,밝은문,2,9470561,415000000,43.8,2014,2025
서울,은평구,응암동,백련산에스케이뷰아이파크,147,14315867,990000000,59.9,2020,2026
서울,은평구,응암동,백련산파크자이,97,13714897,880000000,59.9,2021,2026
서울,은평구,응암동,백련산해모로,85,13425980,875000000,60.0,2020,2026
서울,은평구,응암동,백련산힐스테이트1차,131,11200664,810000000,84.2,2011,2026
서울,은평구,응암동,백련산힐스테이트2차,132,12125860,807500000,60.0,2011,2026
서울,은평구,응암동,백련산힐스테이트3차,83,10792220,850000000,84.3,2011,2026
서울,은평구,응암동,백련산힐스테이트4차,89,12650035,935000000,85.0,2018,2026
서울,은평구,응암동,벧엘블레스빌,1,8068316,685000000,84.9,2006,2024
서울,은평구,응암동,삼영N-CITY,1,7950338,365000000,45.9,2015,2025
서울,은평구,응암동,삼흥리치,8,9197236,525000000,56.4,2016,2026
서울,은평구,응암동,상아,1,5972580,440000000,73.7,2002,2024
서울,은평구,응암동,서강스카이빌,4,5510211,827500000,150.0,2001,2026
서울,은평구,응암동,서강스카이빌2,4,5499073,852500000,156.4,2003,2026
서울,은평구,응암동,서강스카이빌3(116-24),2,8431396,716500000,85.0,2006,2026
서울,은평구,응암동,서안에이스,2,5845157,542500000,96.6,2004,2026
서울,은평구,응암동,신동아,11,8499336,448000000,52.7,1990,2026
서울,은평구,응암동,신진뉴캐슬,2,5483106,462500000,84.4,2004,2026
서울,은평구,응암동,아르지움주상복합,44,11549177,577000000,50.4,2024,2026
서울,은평구,응암동,애필리움,4,8609934,731500000,85.0,2006,2026
서울,은평구,응암동,역산아이지아,2,6411766,483500000,75.0,2004,2026
서울,은평구,응암동,예청B,2,6043806,480000000,79.4,2003,2026
서울,은평구,응암동,우성,17,6914434,520000000,64.6,1988,2026
서울,은평구,응암동,위산일리온시티,18,12085062,230000000,19.4,2020,2026
서울,은평구,응암동,유로카운티,1,5535530,430000000,77.7,2002,2026
서울,은평구,응암동,유성아이비,1,8662281,395000000,45.6,2011,2025
서울,은평구,응암동,응암동금호,31,9743847,618000000,59.8,1998,2026
서울,은평구,응암동,응암아네스트,10,7858589,110000000,13.7,2014,2026
서울,은평구,응암동,응암푸르지오,41,8907363,720000000,84.2,2008,2026
서울,은평구,응암동,응암하이포롬,6,7165549,609000000,85.0,2003,2026
서울,은평구,응암동,자선메르시안(115),1,7544083,415000000,55.0,2002,2026
서울,은평구,응암동,자선메르시안(119-15),1,7018322,475000000,67.7,2003,2026
서울,은평구,응암동,자선메르시안(400),2,6414035,465000000,73.8,2005,2025
서울,은평구,응암동,자선메르시안101동(123-26),1,6636716,325000000,49.0,2002,2025
서울,은평구,응암동,자선메르시안102동(123-25),1,7422803,375000000,50.5,2002,2025
서울,은평구,응암동,재연,2,6340860,410000000,64.7,2004,2025
서울,은평구,응암동,조이팰리스(90-23),3,6344877,520000000,84.3,2003,2026
서울,은평구,응암동,진흥펠리체,3,8291587,480000000,57.9,2015,2025
서울,은평구,응암동,청록,1,3689551,280000000,75.9,1998,2026
서울,은평구,응암동,청송아파트,1,5908769,500000000,84.6,2000,2026
서울,은평구,응암동,청안파인,3,6420596,200000000,32.2,2012,2026
서울,은평구,응암동,펠리시티,14,10540492,587000000,55.7,2022,2026
서울,은평구,응암동,푸른숲,1,5590813,370000000,66.2,2011,2025
서울,은평구,응암동,프라임팰리스,4,6394042,455000000,71.2,2003,2025
서울,은평구,응암동,해태드림타운,5,6600660,552500000,84.8,1997,2026
서울,은평구,응암동,힐스테이트녹번역,101,16402187,1220000000,77.0,2022,2026
서울,은평구,증산동,DMC덕원,4,11604453,558500000,47.7,1997,2026
서울,은평구,증산동,DMC문영퀸즈파크아파트,2,6708250,570000000,85.0,2004,2025
서울,은평구,증산동,DMC센트럴자이(1단지),16,18660218,1585000000,84.9,2023,2026
서울,은평구,증산동,DMC센트럴자이(2단지),56,22388049,1387500000,60.0,2023,2026
서울,은평구,증산동,DMC센트럴자이(3단지),66,19199059,1630000000,84.9,2023,2026
서울,은평구,증산동,DMC센트럴자이(4단지),11,21276596,1190000000,55.9,2023,2026
서울,은평구,증산동,DMC우방,67,11767651,800000000,59.9,2000,2026
서울,은평구,증산동,DMC월드,3,9621051,800000000,80.9,2002,2026
서울,은평구,증산동,DMC자이2단지,8,9677549,1080000000,114.6,2009,2026
서울,은평구,증산동,네르비,4,10472996,784000000,76.7,2003,2026
서울,은평구,증산동,두산위브,4,9323579,787500000,84.5,2005,2026
서울,은평구,증산동,두성,2,8787982,605000000,69.5,2003,2026
서울,은평구,증산동,디오반,18,7745505,112000000,14.5,2011,2026
서울,은평구,증산동,럭스빌(101동),1,7229353,597000000,82.6,2004,2025
서울,은평구,증산동,럭스빌(102동),1,8964303,560000000,62.5,2004,2026
서울,은평구,증산동,목화,1,8183210,695000000,84.9,2001,2026
서울,은평구,증산동,베로니스,5,11670314,640000000,54.2,2019,2025
서울,은평구,증산동,삼성베스트빌,1,9403935,325000000,34.6,2008,2026
서울,은평구,증산동,선정(178),3,8849850,750000000,84.7,2002,2026
서울,은평구,증산동,인우,3,8353870,592540000,70.9,2003,2026
서울,은평구,증산동,자산메르시안(164-31),1,5976896,595000000,99.6,2004,2026
서울,은평구,증산동,자선메르시안(101),1,8079978,590000000,73.0,2003,2025
서울,은평구,증산동,자선메르시안(102),1,8212030,598000000,72.8,2003,2026
서울,은평구,증산동,자선메르시안(103),4,6939599,466000000,65.3,2003,2026
서울,은평구,증산동,자선메르시안(162-18),3,9720355,723000000,74.4,2004,2026
서울,은평구,증산동,자선메르시안(162-21),3,9981034,842000000,84.4,2002,2026
서울,은평구,증산동,증산중앙하이츠,5,8170637,897000000,116.3,2001,2026
서울,은평구,증산동,청록,1,6478210,550000000,84.9,2004,2025
서울,은평구,증산동,청운,1,8271535,580000000,70.1,2004,2026
서울,은평구,진관동,구파발10단지어울림(1011~1019동)BL3-1,28,10495283,950000000,101.8,2010,2026
서울,은평구,진관동,구파발9단지래미안(916~928동)BL3-2,51,10216110,978000000,101.8,2010,2026
서울,은평구,진관동,마고정3단지센트레빌(301~309동)BL2-11,3,10799940,1325000000,134.3,2009,2026
서울,은평구,진관동,마고정3단지센트레빌(310~322동)BL2-3,39,12118332,962000000,84.0,2009,2026
서울,은평구,진관동,마고정3단지센트레빌(323~335동)BL2-2,23,11668955,1080000000,101.8,2009,2026
서울,은평구,진관동,박석고개1단지힐스테이트(101~111동)BL2-12,24,13868610,997500000,84.5,2009,2026
서울,은평구,진관동,박석고개1단지힐스테이트(112~115동)BL2-13,5,9863542,1065000000,101.8,2008,2026
서울,은평구,진관동,박석고개1단지힐스테이트(116~131동)BL2-1,56,13976608,951500000,59.9,2009,2026
서울,은평구,진관동,상림마을6단지푸르지오(601~605동)BL1-8,7,9175610,780000000,85.0,2008,2026
서울,은평구,진관동,상림마을6단지푸르지오(606~614동)BL1-7,10,8992806,767500000,84.8,2008,2026
서울,은평구,진관동,상림마을6단지푸르지오(615~621동)BL1-6,15,8660565,820000000,101.6,2008,2026
서울,은평구,진관동,상림마을6단지푸르지오(622~629동)BL1-5,17,10869565,690000000,59.8,2008,2026
서울,은평구,진관동,상림마을7단지아이파크(702~705동)BL1-4,9,9808102,828000000,84.4,2008,2026
서울,은평구,진관동,상림마을7단지아이파크(706~708동)BL1-3,24,9424732,800000000,84.8,2008,2026
서울,은평구,진관동,상림마을7단지아이파크(709~712동)BL1-10,5,8345635,850000000,101.6,2008,2026
서울,은평구,진관동,상림마을7단지아이파크(713~718동)BL1-11,6,9888170,840000000,85.0,2008,2026
서울,은평구,진관동,상림마을7단지아이파크(719~729동)BL1-13,11,8190646,1000000000,134.9,2008,2026
서울,은평구,진관동,상림마을7단지아이파크(730~742동)BL1-14,6,6989885,865000000,167.4,2008,2026
서울,은평구,진관동,상림마을8단지롯데캐슬(801~809동)BL1-2,21,11470985,787000000,59.3,2008,2026
서울,은평구,진관동,상림마을8단지롯데캐슬(810~820동)BL1-1,16,10039504,945000000,93.2,2008,2026
서울,은평구,진관동,상림마을8단지롯데캐슬(821~830동)BL1-12,39,10614459,960000000,84.8,2008,2026
서울,은평구,진관동,우물골2단지두산위브(201~203동)BL2-4,3,13017356,820000000,59.9,2009,2026
서울,은평구,진관동,우물골2단지두산위브(204~208동)BL2-5,24,12128344,790000000,59.9,2009,2026
서울,은평구,진관동,우물골2단지두산위브(209~222동)BL2-8,32,10134719,879500000,84.5,2009,2026
서울,은평구,진관동,우물골2단지두산위브(223~244동)BL2-7,20,10290987,1100000000,101.5,2010,2026
서울,은평구,진관동,우물골2단지두산위브(245~255동)BL2-6,19,11604297,1040000000,84.7,2009,2026
서울,은평구,진관동,은평뉴타운 제각말 푸르지오(5-1단지),13,9365061,830000000,84.9,2010,2026
서울,은평구,진관동,은평뉴타운 제각말 푸르지오(5-2단지),15,9322634,900000000,101.8,2010,2026
서울,은평구,진관동,은평뉴타운 제각말 푸르지오(5-3단지),6,9236042,905000000,93.4,2010,2026
서울,은평구,진관동,은평뉴타운 제각말 푸르지오(5-4단지),32,9924608,866000000,84.9,2010,2026
서울,은평구,진관동,은평뉴타운기자촌11단지,41,9903325,800000000,84.8,2015,2026
서울,은평구,진관동,은평뉴타운꿈에그린,24,12310245,738000000,59.9,2018,2026
서울,은평구,진관동,은평뉴타운솔하임,41,11988278,530000000,45.0,2017,2026
서울,은평구,진관동,은평뉴타운엘크루,26,11837279,710000000,60.0,2017,2026
서울,은평구,진관동,은평스카이뷰자이,43,13215526,1120000000,84.7,2019,2026
서울,은평구,진관동,폭포동4단지힐스테이트(408~422동)BL3-9,25,8897457,1165000000,134.9,2010,2026
서울,은평구,진관동,폭포동4단지힐스테이트(423~425동)BL3-10,7,8304293,1090000000,134.9,2010,2026
서울,은평구,진관동,폭포동4단지힐스테이트(426~428동)BL3-11,6,8590017,1100000000,118.4,2010,2026
서울,은평구,진관동,힐데스하임,14,12429239,502500000,40.6,2017,2026
서울,종로구,견지동,대성스카이렉스,1,10514019,1575000000,149.8,2008,2026
서울,종로구,교북동,경희궁자이(4단지),48,25916928,1000000000,37.3,2017,2026
서울,종로구,교북동,동아,6,10263408,826500000,84.3,1995,2026
서울,종로구,구기동,마운틴뷰,6,8194236,527500000,68.1,2019,2026
서울,종로구,내수동,경희궁의아침2단지,5,15468347,2190000000,140.8,2004,2026
서울,종로구,내수동,경희궁의아침3단지,6,15290450,2365000000,162.5,2004,2026
서울,종로구,내수동,경희궁의아침4단지,8,15771014,2060000000,124.2,2004,2025
서울,종로구,내수동,경희궁파크팰리스,8,15950872,1857500000,117.3,2003,2026
서울,종로구,내수동,세종로대우,1,12282777,1350000000,109.9,1994,2025
서울,종로구,내수동,킹스매너,1,6975885,1322000000,189.5,2004,2025
서울,종로구,당주동,롯데미도파광화문빌딩,5,8783205,820000000,93.4,1981,2026
서울,종로구,당주동,세종,4,9595535,940000000,98.1,1983,2025
서울,종로구,동숭동,동성아파트(1동),2,6855108,368000000,53.8,1999,2026
서울,종로구,명륜1가,건양하늘터,2,7696391,652500000,84.8,2006,2026
서울,종로구,명륜1가,리치캐슬아파트,1,7707815,650000000,84.3,2003,2025
서울,종로구,명륜1가,방산아파트,1,5994467,195000000,32.5,1995,2025
서울,종로구,명륜2가,명륜동주상복합아남아파트,14,14421398,786000000,54.9,1999,2026
서울,종로구,명륜2가,아남1,39,13462898,1143000000,84.9,1995,2026
서울,종로구,명륜2가,아남2,2,14983165,890000000,59.4,1996,2025
서울,종로구,무악동,경희궁롯데캐슬,22,22706821,1705000000,84.9,2019,2026
서울,종로구,무악동,인왕산2차아이파크,23,14403662,1245000000,84.2,2015,2026
서울,종로구,무악동,인왕산아이파크,97,15673242,1380000000,84.9,2008,2026
서울,종로구,무악동,현대,83,15500000,1299600000,84.9,2000,2026
서울,종로구,부암동,별빛고운,2,6852716,690000000,100.7,2006,2025
서울,종로구,부암동,부암스카이뷰,2,8082796,655000000,81.0,2004,2026
서울,종로구,사직동,광화문스페이스본(101동~105동),62,15805033,1945000000,123.9,2008,2026
서울,종로구,사직동,광화문스페이스본(106동),9,13631331,2088000000,150.4,2008,2025
서울,종로구,수송동,로얄팰리스스위트,22,9868673,386500000,39.7,2005,2026
서울,종로구,숭인동,도시그린빌라,2,6818436,349000000,51.6,1997,2026
서울,종로구,숭인동,동문(482-0),1,9166667,550000000,60.0,2002,2026
서울,종로구,숭인동,롯데캐슬천지인,15,11295086,1190000000,111.7,2004,2026
서울,종로구,숭인동,버넷하임1,3,6692694,120000000,17.9,2013,2026
서울,종로구,숭인동,블루빌,5,6637168,290000000,42.9,2017,2026
서울,종로구,숭인동,삼전솔하임2차,5,6778644,112000000,16.7,2012,2026
서울,종로구,숭인동,삼전솔하임4차,10,8648111,130500000,15.1,2014,2026
서울,종로구,숭인동,숭인상가,7,7792208,625000000,80.8,1979,2026
서울,종로구,숭인동,숭인한양LEEPS,5,7824726,100000000,12.8,2014,2026
서울,종로구,숭인동,에비뉴청계Ⅱ,1,14749263,250000000,17.0,2025,2026
서울,종로구,숭인동,익성씨티하임,4,7003891,109000000,15.6,2013,2026
서울,종로구,숭인동,종로동광모닝스카이,8,6710817,106400000,15.9,2013,2026
서울,종로구,숭인동,종로센트레빌,41,14586115,1040000000,59.9,2008,2026
서울,종로구,숭인동,종로아인스빌,3,9053498,110000000,12.2,2013,2025
서울,종로구,숭인동,종로유케이201,7,7493755,90000000,12.1,2013,2026
서울,종로구,숭인동,종로중흥S클래스,20,6464754,123000000,19.5,2013,2026
서울,종로구,숭인동,종로청계힐스테이트,26,13638047,896000000,59.9,2009,2026
서울,종로구,숭인동,탑스빌,1,7394622,407000000,55.0,2003,2026
서울,종로구,숭인동,하림빌라트,2,6718455,320000000,47.6,1998,2025
서울,종로구,신교동,신현(101동),1,11259137,955000000,84.8,2002,2026
서울,종로구,신교동,신현(102동),1,11200189,950000000,84.8,2002,2026
서울,종로구,신문로1가,신문로맨션,1,9781004,795000000,81.3,1981,2024
서울,종로구,신문로2가,디팰리스,8,31825675,4875000000,147.8,2020,2026
서울,종로구,신영동,구암하이빌,2,5587344,445000000,79.7,2002,2026
서울,종로구,신영동,대아파크빌,3,7720415,655000000,84.8,1998,2025
서울,종로구,연건동,이화에수풀,9,10895171,185000000,17.0,2014,2026
서울,종로구,연지동,아르젠종로,3,9433962,155000000,18.0,2015,2026
서울,종로구,옥인동,세종아파트,1,8477357,1550000000,182.8,2005,2025
서울,종로구,익선동,운현신화타워,6,9361515,765000000,81.2,1998,2026
서울,종로구,익선동,현대뜨레비앙,21,10053564,450000000,48.5,2003,2026
서울,종로구,인의동,효성쥬얼리시티,14,10564693,1020000000,95.6,2006,2026
서울,종로구,창신동,(627-120),1,9547069,430000000,45.0,1999,2026
서울,종로구,창신동,MID그린(1동),1,10075567,600000000,59.6,2002,2026
서울,종로구,창신동,MID그린(2동),1,8223684,450000000,54.7,2002,2025
서울,종로구,창신동,MID그린(3동),2,8659825,510000000,58.9,2002,2026
서울,종로구,창신동,MID그린(8동),2,8335823,495000000,59.5,2002,2026
서울,종로구,창신동,MID그린(9동),1,12520868,750000000,59.9,2002,2026
서울,종로구,창신동,동대문,11,12152778,350000000,28.8,1966,2026
서울,종로구,창신동,동대문맨션,6,4806454,577300000,106.1,1973,2026
서울,종로구,창신동,동문상가,1,7111597,260000000,36.6,1970,2025
서울,종로구,창신동,두산,50,13633687,913500000,60.0,1999,2026
서울,종로구,창신동,브라운스톤창신,4,10366367,879500000,84.8,2006,2026
서울,종로구,창신동,성용,2,9015971,525000000,58.2,1994,2026
서울,종로구,창신동,유성,1,7468672,447000000,59.8,1996,2024
서울,종로구,창신동,창신쌍용1,55,10517090,740000000,79.9,1992,2026
서울,종로구,창신동,창신쌍용2,102,9704609,700000000,64.7,1993,2026
서울,종로구,창신동,창신이수,11,11183432,900000000,84.5,2003,2026
서울,종로구,창신동,흥인,1,10144163,577000000,56.9,1997,2026
서울,종로구,청운동,청운현대,4,14151669,1069000000,91.2,2000,2026
서울,종로구,충신동,CS타워,5,6923771,153500000,22.2,2011,2026
서울,종로구,충신동,힐스테이트창경궁,3,16857589,1358550000,85.0,2022,2026
서울,종로구,통인동,효자,2,3659132,225000000,61.5,1999,2024
서울,종로구,평동,경희궁자이(3단지),71,28136084,2210000000,84.6,2017,2026
서울,종로구,평창동,갑을아파트,4,5745240,190000000,31.5,1997,2026
서울,종로구,평창동,그린나래,20,10754737,395050000,36.8,2026,2026
서울,종로구,평창동,노블레스빌,1,6869884,1670000000,243.1,2002,2024
서울,종로구,평창동,롯데낙천대,13,10499475,1130000000,110.5,2001,2026
